n_neighbors,ratio,resolution,leiden_cluster,gene,score,log2fc,pval,pval_adj,pct_nz_group,pct_nz_reference
100,0.01,0.8251,2,4894,10.533513,3.6999645,6.053206802280799e-26,1.0071325477634794e-21,0.11241217798594848,0.01080737444373808
100,0.01,0.8251,2,8677,8.708223,3.3574429,3.0867461092054088e-18,2.5678640882479793e-14,0.08430913348946135,0.009535918626827717
100,0.01,0.8251,2,5140,8.140147,2.0130005,3.947981529144473e-16,2.1895505560635247e-12,0.14988290398126464,0.04132231404958678
100,0.01,0.8251,2,6568,7.833577,1.9477266,4.741818673520826e-15,1.9723594772509875e-11,0.13817330210772832,0.03750794659885569
100,0.01,0.8251,2,9989,7.769915,5.195242,7.853860055739891e-15,2.6134504721480062e-11,0.04449648711943794,0.0012714558169103624
100,0.01,0.8251,2,4689,7.5280247,5.071627,5.1513629879553476e-14,1.428472956560018e-10,0.04215456674473068,0.0012714558169103624
100,0.01,0.8251,2,11206,7.390744,1.9152555,1.4600946213322132e-13,3.470436329960766e-10,0.13348946135831383,0.03877940241576605
100,0.01,0.8251,2,12786,7.3593745,2.4488165,1.847740377885089e-13,3.842838050906514e-10,0.08665105386416862,0.01652892561983471
100,0.01,0.8251,2,14059,7.2922707,3.2293317,3.0477445350478735e-13,5.634263730458502e-10,0.0585480093676815,0.006357279084551812
100,0.01,0.8251,2,3499,6.6989765,3.9873533,2.0988436474660907e-11,3.492056060654082e-08,0.03981264637002342,0.0025429116338207248
100,0.01,0.8251,2,14819,6.642923,2.9688587,3.0752318378879104e-11,4.651427938070823e-08,0.053864168618266976,0.006993006993006993
100,0.01,0.8251,2,925,6.4526763,3.5322208,1.0989188934639641e-10,1.5236510457877863e-07,0.04215456674473068,0.003814367450731087
100,0.01,0.8251,2,15430,6.262579,5.54928,3.786624217125827e-10,4.846296440349193e-07,0.02810304449648712,0.0006357279084551812
100,0.01,0.8251,2,3209,5.896271,4.47961,3.718079182045618e-09,4.4186715307767855e-06,0.02810304449648712,0.0012714558169103624
100,0.01,0.8251,2,7293,5.644051,5.2145433,1.660946750999276e-08,1.842322136208397e-05,0.0234192037470726,0.0006357279084551812
100,0.01,0.8251,2,1941,5.445119,2.7954447,5.177078693327933e-08,5.383514706224384e-05,0.03747072599531616,0.0050858232676414495
100,0.01,0.8251,2,7147,5.3097258,5.061366,1.0979026362859562e-07,0.00010745237683838671,0.02107728337236534,0.0006357279084551812
100,0.01,0.8251,1,8875,5.2327237,3.6521664,1.6703016939807723e-07,0.002779047958445209,0.027692307692307693,0.0022222222222222222
100,0.01,0.8251,2,7297,5.0933414,2.895409,3.5180705638555117e-07,0.00032071038880781416,0.03278688524590164,0.004450095359186269
100,0.01,0.8251,2,285,5.085717,23.446054,3.6623977565503483e-07,0.00032071038880781416,0.01639344262295082,0.0
100,0.01,0.8251,2,1093,5.029752,3.010029,4.911147924249622e-07,0.00040855839581832603,0.03044496487119438,0.003814367450731087
100,0.01,0.8251,0,14842,4.9678445,2.2758615,6.77013030383343e-07,0.0016381878718704983,0.044420368364030335,0.009285051067780872
100,0.01,0.8251,0,4730,4.9644256,0.90158194,6.890466224940723e-07,0.0016381878718704983,0.1820151679306609,0.10584958217270195
100,0.01,0.8251,0,15126,4.9643755,3.1721084,6.892243721056309e-07,0.0016381878718704983,0.032502708559046585,0.003714020427112349
100,0.01,0.8251,1,1945,4.9492426,1.0958978,7.450281898641777e-07,0.006197889511480094,0.12923076923076923,0.0637037037037037
